board,drift_deg,roll_case,element_index,rho_v_kg_m2_s,rho_kgm3,scan_speed_ms,incidence_deg_derived,incidence_deg_residual,n_sub_elements
default_shortboard,20,2,2,20460.0028223577,1023,20.000002758903,5.69803797476905,-1.17073739296776,10
default_shortboard,20,2,3,20459.9993495112,1023,19.9999993641361,4.43605087222889,-0.920501728631709,10
default_shortboard,20,2,4,20459.9982267225,1023,19.9999982665909,3.52321007693147,-0.686665983554371,10
default_shortboard,20,2,5,20459.9995919569,1023,19.9999996011308,3.02346071140481,-0.287137423589698,10
default_shortboard,20,2,6,20459.9992103803,1023,19.9999992281333,3.77562229691125,-0.47197396697425,10
default_shortboard,20,2,7,20459.9994188021,1023,19.9999994318691,2.57859242932157,-0.065159907180508,10
default_shortboard,20,2,8,20460.0011323374,1023,20.0000011068792,2.25864384408749,0.0869540953234473,10
default_shortboard,20,3,0,20460.0008000433,1023,20.000000782056,40.2626478600126,1.39076446767864,10
default_shortboard,20,3,1,20460.0003167878,1023,20.0000003096655,13.035271887214,-0.280790086357785,10
default_shortboard,20,3,2,20460.0027779028,1023,20.0000027154475,7.39066008961354,-1.02215881907787,10
default_shortboard,20,3,3,20459.9995751873,1023,19.9999995847384,5.64756681883843,-1.34096858536689,10
default_shortboard,20,3,4,20459.9984962565,1023,19.999998530065,4.90937140325444,-1.1149954523669,10
default_shortboard,20,3,5,20459.9992242211,1023,19.9999992416628,5.76126766209952,-1.26571178431161,10
default_shortboard,20,3,6,20460.0020375371,1023,20.0000019917274,8.49888489505352,-0.9242060396999,10
default_shortboard,20,3,7,20460.0033115029,1023,20.0000032370508,2.38751358253056,0.119977419200483,10
default_shortboard,20,3,8,20459.9986913841,1023,19.9999987208056,2.45557309736878,0.328353897234507,10
default_shortboard,20,4,0,20459.9980316868,1023,19.9999980759402,,,10
default_shortboard,20,4,1,20460.0002066708,1023,20.0000002020242,,,10
default_shortboard,20,4,2,20460.0001768737,1023,20.0000001728971,16.0809130604464,-0.122101313332866,10
default_shortboard,20,4,3,20460.0010885477,1023,20.000001064074,10.269110194364,-1.03683710940794,10
default_shortboard,20,4,4,20460.0019868718,1023,20.0000019422011,9.02558412771782,-1.46949777383248,10
default_shortboard,20,4,5,20459.9993233404,1023,19.9999993385537,7.53882068222959,-0.976781429586816,10
default_shortboard,20,4,6,20460.0010125894,1023,20.0000009898235,13.8735888878342,0.0806601921555163,10
default_shortboard,20,4,7,20459.9985582236,1023,19.9999985906389,11.7653271585367,-0.963486966524297,10
default_shortboard,20,4,8,20460.0011438229,1023,20.0000011181064,6.29906521271253,-0.738343139185659,10
default_shortboard,20,4,9,20460.0017769194,1023,20.0000017369691,6.254005160741,-0.506968292780733,10
default_shortboard,20,4,10,20459.9986735403,1023,19.999998703363,5.21648201909212,-0.328628683422533,10
default_shortboard,30,0,0,20459.9985808977,1023,19.9999986128033,18.0974934358098,-2.17491791062578,10
default_shortboard,30,0,1,20459.9981080132,1023,19.9999981505505,14.004938389798,-0.602575037936388,10
default_shortboard,30,0,2,20459.9984074347,1023,19.9999984432401,11.5959171373609,0.203997047639264,10
default_shortboard,30,0,3,20459.999612752,1023,19.9999996214585,6.02499977134919,0.152607593767399,10
default_shortboard,30,0,4,20459.9964410558,1023,19.9999965210711,3.94925235524758,-0.477241766303937,10
default_shortboard,30,0,5,20460.0001722525,1023,20.0000001683797,3.08864140214062,-0.690433981999394,10
default_shortboard,30,0,6,20460.0026817325,1023,20.0000026214394,2.48431761971559,-0.706642310704334,10
default_shortboard,30,1,0,20459.999918082,1023,19.9999999199237,16.335780745557,-0.952202195116847,10
default_shortboard,30,1,1,20460.0008394655,1023,20.0000008205919,12.3019897291821,-0.550419633610833,10
default_shortboard,30,1,2,20460.0001172012,1023,20.0000001145661,6.46827733780712,-0.150503751975592,10
default_shortboard,30,1,3,20460.000776774,1023,20.0000007593098,4.26379532846926,-0.761916684775374,10
default_shortboard,30,1,4,20459.9992560197,1023,19.9999992727465,3.26941963387583,-0.535363710392966,10
default_shortboard,30,1,5,20459.9985180896,1023,19.9999985514072,2.94095705113968,-0.36842681803146,10
default_shortboard,30,1,6,20460.0019275626,1023,20.0000018842254,2.52228420474917,-0.207488362999849,10
default_shortboard,30,1,7,20459.999329906,1023,19.9999993449717,2.38533116581926,-0.0013594507884109,10
default_shortboard,30,2,0,20460.0000139898,1023,20.0000000136753,22.7132140584744,-1.13127980749239,10
default_shortboard,30,2,1,20459.9966039623,1023,19.999996680315,9.59071208129395,-0.330795754094229,10
default_shortboard,30,2,2,20459.9981959544,1023,19.9999982365146,6.10154671690915,-0.859224366922636,10
default_shortboard,30,2,3,20460.0001661255,1023,20.0000001623905,4.37263199788294,-1.05159237879553,10
default_shortboard,30,2,4,20460.0005286142,1023,20.0000005167294,3.48654125083842,-0.557609101639612,10
default_shortboard,30,2,5,20460.0014684053,1023,20.0000014353913,3.09495318002573,-0.211927532483423,10
default_shortboard,30,2,6,20459.9985013256,1023,19.9999985350202,2.8803650766333,-0.0210302442590327,10
default_shortboard,30,2,7,20459.9997194224,1023,19.9999997257306,2.88697150317964,0.0229182538205088,10
default_shortboard,30,2,8,20459.9979147653,1023,19.9999979616474,2.27399148924403,0.329486989808605,10
default_shortboard,30,2,9,20460.0013269644,1023,20.0000012971304,1.96378878725046,0.383652011279998,10
default_shortboard,30,3,0,20460.0000698237,1023,20.0000000682538,36.6004819802095,4.05134867942827,10
default_shortboard,30,3,1,20459.9993223704,1023,19.9999993376054,13.0718115649047,-0.268468014257939,10
default_shortboard,30,3,2,20460.0026609578,1023,20.0000026011317,7.36725109259947,-1.34617168266908,10
default_shortboard,30,3,3,20460.0011857385,1023,20.0000011590796,5.28395391316098,-1.54656290202457,10
default_shortboard,30,3,4,20459.9998041586,1023,19.9999998085617,4.88041683932835,-1.27774575451321,10
default_shortboard,30,3,5,20459.9999802636,1023,19.9999999807073,4.28836649628461,-0.669138253013488,10
default_shortboard,30,3,6,20459.9977154738,1023,19.9999977668365,2.75764942454974,0.116214516636527,10
default_shortboard,30,3,7,20460.0010169542,1023,20.0000009940901,1.84277487726822,0.271210202890777,10
default_shortboard,30,3,8,20460.0007596446,1023,20.0000007425656,1.98855761245517,0.199078714406767,10
